account 4:
Balance: 1071707.48
Balance: 1078087.66
Balance: 1154286.48
Balance: 1262233.50
Balance: 1348838.10
Balance: 1413580.41
Balance: 1477774.31
Balance: 1542532.61
Balance: 1605198.67
Balance: 1660287.44
Balance: 1739330.86
Balance: 1824211.10
Balance: 1843689.24
Balance: 1909807.57
Balance: 1958370.57
Balance: 2010093.59
Balance: 2071394.09
Balance: 2164242.04
