account 0:
Balance: 3956695.16
Balance: 3926310.79
Balance: 3833602.18
Balance: 3763687.43
Balance: 3681880.33
Balance: 3675266.22
Balance: 3711699.27
Balance: 3621192.26
Balance: 3573857.85
Balance: 3540264.17
Balance: 3475201.79
Balance: 3438735.79
Balance: 3394152.89
Balance: 3313401.84
Balance: 3267648.56
Balance: 3195581.36
Balance: 3125770.24
Balance: 3111685.13
