account 1:
Balance: 643819.23
Balance: 734754.38
Balance: 849538.21
Balance: 858079.22
Balance: 943627.07
Balance: 1017892.34
Balance: 1103082.70
Balance: 1226340.66
Balance: 1304087.91
Balance: 1382593.63
Balance: 1451428.05
Balance: 1561684.84
Balance: 1642175.53
Balance: 1694028.83
Balance: 1779921.06
Balance: 1837991.87
Balance: 1932439.94
Balance: 2016708.08
