account 6:
Balance: 482973.74
Balance: 628648.78
Balance: 743265.95
Balance: 804033.61
Balance: 837398.94
Balance: 912029.35
Balance: 1063777.31
Balance: 1134454.70
Balance: 1205299.04
Balance: 1268177.55
Balance: 1393911.84
Balance: 1515381.12
Balance: 1610063.78
Balance: 1772141.11
Balance: 1911649.79
Balance: 1986054.41
Balance: 2077519.45
Balance: 2206168.18
