account 3:
Balance: 4625704.95
Balance: 4567896.78
Balance: 4539394.17
Balance: 4515043.13
Balance: 4466747.58
Balance: 4389039.46
Balance: 4371131.49
Balance: 4334260.00
Balance: 4268016.38
Balance: 4273967.40
Balance: 4232040.60
Balance: 4208762.97
Balance: 4160710.98
Balance: 4115381.30
Balance: 4088246.71
Balance: 4017936.82
Balance: 3935095.04
Balance: 3889910.50
