account 5:
Balance: 2920903.09
Balance: 2911225.89
Balance: 2826530.43
Balance: 2779273.25
Balance: 2765293.26
Balance: 2739043.81
Balance: 2681640.58
Balance: 2623601.58
Balance: 2561613.83
Balance: 2475279.59
Balance: 2392035.20
Balance: 2342314.39
Balance: 2323229.99
Balance: 2255345.51
Balance: 2159232.35
Balance: 2134692.29
Balance: 2108440.53
Balance: 2119930.00
