account 8:
Balance: 3270479.87
Balance: 3243404.37
Balance: 3225042.78
Balance: 3152211.51
Balance: 3128339.07
Balance: 3104191.69
Balance: 3049385.50
Balance: 3032721.98
Balance: 3027503.16
Balance: 3002426.22
Balance: 2986904.78
Balance: 2941791.54
Balance: 2948817.95
Balance: 2927981.43
Balance: 2851464.76
Balance: 2851030.82
Balance: 2837582.40
Balance: 2788273.79
